epoch,loss
0,9.807875911042224
1,9.447163003895758
2,9.311248799360515
3,9.230386253132846
4,9.178009085377786
5,9.144226651320462
6,9.12045147005901
7,9.099618692476241
8,9.081572221644398
9,9.06909109277765
